kelime,tanımı nedir,ne işe yarar,nerede bulunur,yanında neler bulunur,içinde neler bulunur,hammaddesi nedir,üst kavramı nedir,kim kullanır,sıfatları,rengi,şekli nasıl,canlı cansız
televizyon,"['radyo dalgalarıyla yayılan yayını görüntü ve ses olarak yansıtan cihaz', 'görüntü ve ses gösteren alet', 'görüntü ve ses yayını yapan bir cihaz', 'iletişim aleti', 'broadcasts yayın yapan iletişim aracı', 'yayın aracı', 'elektromanyetik dalgaları ses ve görüntüye çeviren cihaz', 'ses ve görüntü aygıtı', 'elektrik yoluyla uzağa iletilen görüntü ve sesi alarak görünmesini ve duyulmasını sağlayan aygıt', 'televizyon alıcısı', 'vericiden iletilen dalgaların görüntü ve ses olarak görünmesini ve duyulmasını sağlayan aygıt', 'dünya üzerinde yapılan yayınları izlemek için kullanılmaktadır', 'görünümü gösteren alet', 'medya takip aracı', 'aptal kutusu', 'bir iletişim aracı']","['müzik dinlemek', 'birşeyler izleme', 'haberleri izlemek', 'yayın gösterir', 'iletişim sağlamak', 'film izlemek', 'görsel ve sözlü iletişimi sağlar', 'vakit geçirmek', 'dizi izlemek', 'tv izlemek', 'görüntü ve ses yansıtır', 'haber vermek', 'bilgi', 'bilgi sahibi olmak', 'iletişim', 'videos oynatmak', 'çeşitli eğlence ve haber programlarının izlenebilmesini sağlar', 'belgesel izlemek', 'izlenir', 'izlemek', 'iletişim kurmak', 'eğlendirir', 'eğlence', 'haber', 'ıletişim']","['kafe', 'metro', 'mağaza', 'maket', 'araba', 'ofis', 'oturma odası', 'eğlence mekanları', 'caf', 'metrobüs', 'ev', 'iş yeri', 'gemi', 'vapur', 'evde', 'oda', 'salon']","['dantel', 'uzaktan kumanda', 'kumanda', 'koltuk', 'ev eşyaları', 'modem', 'transistör', 'hoparlör', 'seyirci', 'tv ünitesi', 'uydu cihazı', 'konsol', 'çanak', 'kablo', 'duvar', 'anten', 'tuş', 'sehpa', 'alıcı', 'masa', 'priz']","['kanal', 'vida', 'anot', 'kumanda', 'piksel', 'program', 'devre', 'hoparlör', 'videos', 'tüp', 'meta', 'elektronik parça', 'tel', 'görüntü', 'ekran', 'yayın', 'kablo', 'katot', 'elektronik devreler', 'anakart', 'lcd', 'kanallar', 'elektronik devre', 'gölge maskesi']","['transistör', 'silikon', 'yarı iletken', 'devre', 'kristal', 'metaller', 'anot', 'plastik', 'çip', 'yarı iletkenler', 'direnç', 'kablo', 'cam', 'meta', 'kart', 'bakır', 'elektrik', 'katot']","['cihaz', 'araç', 'elektronik cihaz', 'dijital alet', 'eşya', 'elektrikli alet', 'elektronik alet', 'iletişim aygıtı', 'alet', 'ıletişim aracı', 'iletişim aracı']","['baba', 'insan', 'ınsan', 'insanlar', 'anne', 'herkes', 'ınsanlar']",,"['gri', 'değişken', 'hepsi', 'kahverengi', 'çok renkli', 'beyaz', 'siyah', 'mavi']","['dikdörtgen', 'diktörtgen', 'dikdörtgenler prizması', 'kare', 'dikdörtgen prizma', 'dörtgen', 'küp']",['cansız']
telsiz,"['iletişim için kullanılan ürün', 'elektromanyetik dalgalar ile çalışan iletişim aracı', 'kablosuz iletişi sağlayan cihaz', 'genelde askeri amaçlı kullanılan bir iletişim aracı', 'haberleşmede kullanılan alıcıverici bir radyo', 'telsiz', 'haberleşme için kullanılan bir araç', 'iletişim için bir tele ihtiyaç duymayan cihaz', 'kişiler arasındaki iletişimi sağlamak için kullanılmaktadır', 'alıcı ve verici bir radyo', 'iletişim aracı', 'ıletişim aracı', 'simplex iletişimi sağlayan bir iletişim aracı', 'iletişim cihazı', 'sesli iletişim için kullanılan bir cihaz']","['diğer telsizlerle iletişim kurmak', 'hızlı ve kısa mesajlar iletmeye yara', 'haberleşmek', 'haber vermek', 'iletişim kurmak', 'iletişim sağlamak', 'haberleştiği', 'uzaktan konuşmak', 'iki insan arasında iletişim', 'iletişim', 'haberleşme', 'iletmek', 'iletişimi sağlar', 'kablosuz iletişim kurmak', 'ıletişim', 'konuşmak', 'dinlenir']","['sokak', 'polis', 'araç', 'karakol', 'mağaza', 'asker', 'kışla', 'araba', 'ofis', 'ev', 'iş yeri', 'işyeri', 'polis ve askerlerde', 'askeriye', 'güvenlik', 'evde']","['', 'polis', 'siren', 'ses kartı', 'araba', 'alıcı', 'telsiz', 'asker', 'kelepçe', 'silah', 'güvenlik', 'masa', 'rozet', 'telefon', 'kordon', 'palaska', 'anten']","['ses algılayıcı', 'vida', 'internet', 'mikrofon', 'frekanslar', 'transistör', 'devre', 'hoparlör', 'titreşim', 'pil', 'meta', 'telefon', 'elektronik parça', 'tel', 'devre malzemeleri', 'sinyal alıcı', 'ekran', 'kablo', 'tuş', 'ses kartı', 'elektronik devreler', 'düğme', 'elektronik devre', 'ses']","['transistör', 'silikon', 'yarı iletken', 'devre', 'metaller', 'meta', 'çip', 'demir', 'plastik', 'kart', 'kablo', 'elektrik', 'anten']","['cihaz', 'araç', 'dijital alet', 'eşya', 'elektronik alet', 'iletişim', 'iletişim aygıtı', 'araçgereç', 'alet', 'ıletişim aracı', 'iletişim aracı', 'iletişim cihazı']","['polis', 'polis ve askerler', 'asker', 'ınsan', 'pilotlar', 'insan', 'jandarma', 'güvenlik güçleri', 'güvenlik', 'askerler', 'doğal afet gönüllüleri', 'polisler', 'herkes']",,"['gri', 'beyaz', 'siyah', 'değişken']","['dikdörtgen', 'dikdörtgenler prizması', 'dikdörtgen prizma', 'kare', 'küp']",['cansız']
temas etmek,['bir şeye dokunmak'],,,,,,,,,,,
temas kurmak,['bağlantıya geçmek'],,,,,,,,,,,
temin etmek,['sağlamak'],,,,,,,,,,,
temizlemek,['bir nesneyi veya yeri temizleme'],,,,,,,,,,,
temsil etmek,['bir grubu veya bir yeri özelliklerini gösterme'],,,,,,,,,,,
tencere,"['genellikle meta', 'yemek yapmaya yarayan alet', 'yemek pişirmekte kullanılan', 'kapaklı kap', 'yemek pişirmeye yarayan meta kapaklı kap', 'yemek yapılmak için kullanılan bir mutfak aleti', 'yemek pişirme aracı', 'yemek yapımı için kullanılan aliminyum kap', 'içinde yemek pişirilen mutfak eşyası', 'yemek pişirmek için kullanılan kap', 'yemeğin konulduğu kap', 'yemek pişirmek için kullanılmaktadır', 'yemek pişirme aleti', 'yemek pişirmeye yarar', 'içinde yemek pişirilen kap', 'içinde yemek pişirilen mutfak aleti']","['yemek pişirmeye', 'yemek pişirilir', 'pişirme', 'yemek pişirme', 'yemek yapmak için', 'içinde yemek pişirilir', 'saklamak', 'yemek yapmak', 'yemek pişirmek için kullanılır', 'pişirmek', 'yiyecek saklamak', 'su ısıtmak', 'yemek koymaya', 'yemek pişirmek', 'ısıtma', 'yemeğin pişirilmesini sağlar']","['restoran', 'mutfakta', 'maket', 'yemekhane', 'dolap', 'ev', 'mutfak', 'iş yeri', 'evde']","['yemek malzemeleri', 'tabak', 'aşçı', 'kaşık', 'tencere kapağı', 'çaydanlık', 'yemek', 'mutfak eşyaları', 'kepçe', 'tava', 'çatal', 'dolap', 'tahta kaşık', 'kapak', 'ocak']","['yemek', 'çelik', 'çorba', 'boş', 'tava', 'sebze', 'su', 'tunç']","['alüminyum', 'çelik', 'toprak', 'demir', 'seramik', 'aliminyum', 'meta', 'teflon', 'grafit', 'bakır', 'granit']","['araç', 'mutfak gereci', 'mutfak aracı', 'eşya', 'kap', 'mutfak eşyası', 'yemek aletleri', 'mutfak', 'alet', 'mutfak araç gereci', 'mutfak aleti']","['aşçı', 'yemek ve içecek yapanlar', 'kadın', 'yemek yapan kişiler', 'insan', 'ınsan', 'yemek yapmak isteyenler', 'şefler', 'şef', 'yemek yapan kişi', 'insanlar', 'anne', 'herkes']",,"['pembe', 'kırmızı', 'gri', 'değişken', 'gümüş', 'turuncu', 'çok renkli', 'kahverengi', 'metalik', 'yeşil', 'mor', 'meta gri', 'her renk', 'beyaz', 'siyah', 'mavi']","['silindirik', 'silindir', 'geniş bir silindir', 'derin silindir kap', 'yuvarlak', 'ova', 'koni']",['cansız']
terazi,"['ağırlık öğrenmeye yarar', 'tartan', 'ölçüm yapmak için kullanılmaktadır', 'ağırlık tartmak için kullanılan araç', 'ağırlık ölçmeye yarayan bir alet', 'kütle ölçüm aleti', 'kütle ölçmeye yarayan alet', 'ağırlık ölçme aracı', 'herhangi bir nesnenin ağırlığını ölçmeye yarayan alet', 'agırlık ölçmeye yarayan alet', 'tartı', 'kütle ölçen alet', 'ölçümleme yapan alet', 'ağırlık ölçümü yapmak için kullanılan bir alet', 'ölçüm aleti', 'bir kolun iki ucuna asılı iki keşfeden oluşan tartma aracı', 'kütle ölçmeye yarayan bir araç']","['ölçmek', 'cisimlerin ağırlığını ölçmek için kullanılır', 'ağırlık ölçmek ve kıyaslamak', 'ölçmeye', 'kilogram ölçmek', 'ağırlık ölçmek', 'ağırlığı ölçmek', 'ölçüm yapmak', 'kütle ölçer', 'tartma', 'ağırlık ölçülür', 'ağırlık ölçer', 'ağırlık ölçmeye', 'tartmaya', 'kütle ölçmek', 'tartmak', 'kütle ölçme', 'ağırlıkları ölçer', 'ağırlık tartmak']","['manavda', 'mağaza', 'maket', 'hastane', 'laboratuvar', 'kasap', 'ev', 'bakkal', 'manav', 'banyo', 'pazar', 'hal']","['ağırlıklar', 'ön', 'çeşitli ağırlıklar', 'prinç', 'bakliyat', 'kantar', 'poşet', 'kumaş', 'satıcı', 'meyve', 'kefe', 'ağırlık', 'sebze', 'hesap makinesi', 'kasa', 'ip', 'ürün', 'kütle', 'masa']","['ibre', 'zincir', 'yay', 'eşya', 'elektronik devreler', 'kefe', 'tartılcak cisim', 'ağırlık', 'demir', 'sebze', 'tartı', 'ekran', 'meta', 'meyve', 'iğne', 'bakır', 'tuş takımı', 'ip']","['çelik', 'ağırlıkölçer', 'plastik', 'çip', 'demir', 'cam', 'meta', 'çeşitli metaller', 'kart', 'meta parçalar']","['araç', 'eşya', 'plastik', 'ölçü araçları', 'demir', 'tartı', 'ölçüm aleti', 'alet', 'ölçüm cihazı', 'ölçü aleti', 'tartı aletleri']","['pazar', 'tekniker', 'pazarcılar', 'ınsan', 'manav sahibi', 'insan', 'kasiyer', 'kasap', 'bakkal', 'manav', 'pazarcı', 'satıcı', 'insanlar', 'kuyumcu', 'satıcılar', 'herkes', 'esnaflar']",,"['gri', 'kırmızı', 'değişken', 'sarı', 'gümüş', 'hepsi', 'her renk olabilir', 'kahverengi', 'çok renkli', 'her renk', 'meta gri', 'beyaz', 'siyah', 'mavi']","['dikdörtgen', ' şekli', 'iki kollu', 'dairesel', 'çift kollu', 'tahterevalli', 'dikdörtgenler prizması', 'daire', 'kare', 'silindir', 'yuvaralak', 'yuvarlak', 'şekilsiz', 'simetrik', 'daire kaplar']",['cansız']
tercih etmek,['yeğlemek'],,,,,,,,,,,
tercüme etmek,['başka bir dili kendi diline çevirmek'],,,,,,,,,,,
tereyağı,"['sütten yapılan bir çeşit yağ', 'hayvansal yağ', 'sütten yapılan yağ', 'doğal yağ', 'süt yağından elde edilen gıda', 'sütten çıkarılan yağ', 'yemek yemek ve yemek yapmak için kullanılmaktadır', 'sütten üretilen hayvansal yemeklik yağ', 'sütten üretilen yağ', 'hayvan sütünden üretilen bir besin', 'yemeklerde kullanılan bir yiyecek', 'tereyağı hayvansal bir yağdır', 'sütten çıkarılan yemeklik yağ', 'yemeklere kullanılan bir tür yağ', 'yemeklerde kullanılan']","['besin kaynağı', 'besleyici', 'beslemek', 'tüketmek', 'yemekte kullanılır', 'besin', 'yemeğe tam vermek', 'yemeklere tam verir', 'yemeklerde kullanılır', 'yemek yapımında kullanmak', 'yemek', 'gıda', 'karın doyurur', 'yemek yapmak', 'yemeye', 'yemek yapılır', 'yemek için', 'yemek yapımında yiyecek', 'beslenmek', 'besler', 'yemek pişirmek']","['yemek', 'restoran', 'mağaza', 'maket', 'yiyecek', 'dolap', 'mutfak', 'bakkal', 'buzdolabı', 'ev', 'mandıra', 'markt', 'şarküteri', 'evde']","['yumurta', 'poşet', 'tava', 'süt ürünleri', 'kahvaltı', 'yağ', 'reçel', 'tabak', 'yemek', 'yoğurt', 'mutfak', 'kaymak', 'süt ve süt ürünleri', 'bıçak', 'pilav', 'zeytin', 'kap', 'baş', 'peynir', 'süt', 'et', 'ekmek']","['hayvansal yağ', 'proteini', 'maya', 'yağ molekülü', 'vitaminkolesterol', 'süt yağı', 'kalsiyum', 'yağ', 'demir', 'sıvı yağ', 'kaymak', 'süt', 'süt kaymağı']","['süt yaı', 'hayvansal yağ', 'tuz', 'süt yağı', 'karbon', 'yağ', 'doymuş yağlar', 'kaymak', 'süt']","['yemek', 'gıda', 'yemek malzemesi', 'süt ürünleri', 'besin', 'yiyecek', 'yağ', 'kahvaltılık']","['aşçı', 'yemek ve içecek yapanlar', 'yemek yapan', 'yemek yapan kişiler', 'ınsan', 'insan', 'şefler', 'şef', 'hayvan', 'insanlar', 'tüketici', 'yiyen', 'herkes']",,"['beyaz', 'sarı', 'krem', 'sarımtırak']","['değişken', 'değişebilir', 'belirsiz', 'dairesel', 'kare', 'silindir', 'dikdörtgen prizma', 'kalıp', 'şekilsiz', 'çeşitli şekillerde bulunabilir', 'biçimsiz']",['cansız']
terfi etmek,['daha yüksek pozisyona geçmek'],,,,,,,,,,,
terlemek,['vücudun sıcak karşısında verdiği eylem'],,,,,,,,,,,
terlik,"['topuk kısmı açıkta olan ayakkabı', 'ayakları korumak amacıyla yazın giyilen nesne', 'ayağa giyilen cisim', 'ayağa giyinmek için kullanılmaktadır', 'ayağa giyilen bir nesne', 'ayağı sıcak tutan giysi', 'deri veya naylondan yapılan genelde evde giyilen ayak giysisi', 'ev içinde giyilebilen ayakkabı', 'ev içerisinde ayağa giyilen cisim', 'ev içinde giyilen', 'hafif ayakkabı', 'ayağa giyilen bir ayakkabı türü', 'ayağa geçirilen arkası açık giysi', 'türlü biçimlerde olabilen', 'ev ayakkabısı', 'ayaga giyilen nesne']","['ayakları korumaya', 'ayakları korur', 'çocuğa atılır', 'ayak sağlığı korumak', 'ayak rahatlığı sağlamak', 'ayağı korumak', 'ayaklarımızı korur', 'ayakları sıcak tutmak', 'ayağı ısıtmak', 'yürümeye', 'ayakları sıcak tutar', 'giyim', 'giymek', 'giyilir', 'ayağa giyilir', 'koruma', 'çocuk disiplini', 'ayağı sıcak tutmak', 'ayağı korur', 'yürümek', 'giyinmek', 'kirlenmesini önlemek', 'ısıtma', 'sıcak tutar']","['ayak', 'kapı', 'havuz', 'alışveriş merkezi', 'mağaza', 'hastane', 'sahil', 'dolap', 'kapı girişinde', 'ev', 'ayakta', 'ayakkabılık', 'banyo', 'evde', 'annelerin yanında', 'tuvalet', 'salon']","['ayak', 'terlik', 'insan', 'parke', 'halı', 'dolap', 'ayakkabı', 'ayakkabılık', 'çorap', 'şort', 'elbise']","['deri', 'kumaş', 'plastik', 'banyo', 'çorap', 'pamuk', 'ayak']","['lastik', 'naylon', 'deri', 'sünger', 'kauçuk', 'iplik', 'kumaş', 'plastik', 'kaucuk', 'pamuk', 'tekstil', 'poliüretan']","['kıyafet', 'giysi', 'eşya', 'kundura', 'giyecek', 'ayakkabı', 'giyim']","['ana', 'evde yaşayanlar', 'ınsan', 'insan', 'ev sahipleri', 'misafirler', 'insanlar', 'herkes', 'ınsanlar']",,"['gri', 'değişken', 'krımızı', 'kırmızı', 'pembe', 'çeşitli renkleri mecvut', 'hepsi', 'her renk olabilir', 'her renk', 'kahverengi', 'çok renkli', 'yeşil', 'beyaz', 'siyah', 'mavi', 'tüm renkler']","['dikdörtgen', 'silindirik', 'uzun', 'ince', 'dikdörtgen prizma', 'terlik şekli', 'ayak şeklinde', 'ova', 'düz']",['cansız']
termometre,"['havanın derecesini ölçme için kullanılan sıcaklıkölçüm', 'sıcaklığı ölçmek için kullanılmaktadır', 'sıcaklık ölçme aracı', 'sıcaklıkölçüm', 'sıcaklık ölçme aleti', 'sıcaklık ölçümü için kullanılan bir alet', 'sıcaklık ölçmeye yarayan alet', 'sıcaklığı ölçen alet', 'sıcakölçer', 'sıcaklığı ölçen cihaz', 'sıcaklık ölen alet', 'sıcaklık ölçmeye yarayan cihaz', 'sıcaklık ölçmeye yarıyan cihaz', 'bir şeyin ısısını ölçmeye yarayan alet', 'sıcaklık ölçen alet', 'sıcaklığı ölçmeye yarayan aygıt']","['ateş ölçmek', 'bir şeylerin sıcaklığını ölçmek', 'ölçmek', 'derece ölçmek', 'sıcaklık ölçümü', 'sıcaklık ölçmeye yarar', 'herhangi bir şeyin ısısını ölçmemize yarar', 'ısı ölçmek', 'ısı ve sıcaklık ölçmek', 'ısı ölçer', 'sıcaklık ölçmek', 'sıcaklık ölçer', 'sıcaklık ölçmeye', 'bilgi sağlama']","['fırın', 'her yerde', 'metro', 'mağaza', 'konut', 'doktor', 'ofis', 'hastane', 'laboratuvar', 'fabrika', 'bina', 'metrobüs', 'ev', 'iş yeri', 'sokaklarda', 'oda', 'duvar', 'evde']","['steteskop', 'stetoskop', 'sıcaklık', 'soğuk', 'ölçüm aletleri', 'yaz', 'ilaç', 'hava', 'nem ölçer', 'civa', 'duvar', 'saat', 'elektrik aksamı', 'kablo', 'priz', 'sıcak']","['hasta', 'sıvı', 'cıva', 'civa', 'etil alkol', 'sensör']","['cıva', 'meta', 'civa', 'cam', 'plastik', 'cami cıva']","['cihaz', 'araç', 'sıcaklık', 'eşya', 'ısıölçer', 'ölçü araçları', 'ölçüm aleti', 'alet', 'ölçüm cihazı', 'ısı ölçer', 'ölçü aleti']","['teknikerler', 'doktor', 'insan', 'hemşire', 'bilim insanı', 'insanlar', 'herkes', 'hastalar']",,"['kırmızı', 'şeffaf', 'her renk', 'renksiz', 'meta', 'saydam', 'beyaz']","['dikdörtgen', 'boru', 'silindirik', 'uzun', 'ince', 'dikdörtgen prizma', 'silindir', 'çubuk', 'yuvarlak', 'uzun çubuk', 'düz', 'ince uzun']",['cansız']
tesir etmek,['etkilemek'],,,,,,,,,,,
teslim etmek,['bir şeyi istenilen kişye bırakmak'],,,,,,,,,,,
testere,"['odun kesmek için kullanılan bir alet', 'odun ve ağaç kesmek için kullanılmaktadır', 'odun vb maddeleri kesmemiz yarayan alet', 'odun kesici alet', 'bir çeşit kesici araç', 'tahtayı kesen bir alet', 'kesilecek malzemeye ya ya yapacağı işe göre değişik biçimleri olan ve genellikle üçgen biçiminde dişleri bulunan', 'kesme aracı', 'bir şeyleri kesmek için kullanılan dişli alet', 'dar ve uzunca', 'nesneleri kesmeye yarayan alet', 'kesim aleti', 'sivri dişlere sahip genelde tahta kesmeye yarayan alet', 'özel çelikten yapılmış', 'kesme araç', 'büyük nesneleri kesmek için kullanılır', 'kesme işlemi yapan alet', 'bişeyleri kesmeye yarayan alet']","['birşeyleri kesmek', 'kesme işine', 'kesmeye', 'sert madde kesmek', 'ağaç kesme', 'ağaç kesmek', 'odun kesmeyi sağlar', 'sert maddeleri kesmek', 'kesici', 'tahta', 'büyük nesneleri keser', 'plastik kesmek', 'kesme', 'bölmek', 'kesmek', 'tahta kesmek', 'bir şeyleri kesmek', 'odun keser', 'odun kesmek', 'kesmeye yarar', 'kesilmesi güç olan şeyleri kesmemiz yarar']","['mağaza', 'hırdavatçı', 'yapı maket', 'marangoz', 'bahçe', 'orman', 'çiftlik', 'depo', 'atölye', 'marangozhane', 'nalbur', 'inşaat']","['bıçak', 'kütük', 'zincir', 'çivi', 'odun', 'keser', 'tezgah', 'talaş', 'sağ', 'demir', 'kesim aletleri', 'ağaç', 'pense', 'çekiç', 'balta', 'tahta', 'kereste', 'aletler']","['bıçak', 'çelik', 'meta parça', 'zincir', 'odun', 'motoru', 'demir', 'iplik', 'ağaç', 'meta', 'kablo', 'devreler']","['çelik', 'meta', 'demir', 'plastik', 'tahta']","['araç', 'hırdavat', 'eşya', 'tadilat', 'kesmek', 'el aleti', 'kesici aletler', 'kesici', 'kesim aletleri', 'bahçe eşyası', 'kesici alet', 'alet']","['oduncular', 'insan', 'oduncu', 'ormancı', 'marangoz', 'bahçıvan', 'inşaat ustaları', 'usta', 'işçi', 'herkes', 'ağaç kesenler']",,"['gri', 'sarı', 'turuncu', 'her renk olabilir', 'her renk', 'metalik', 'meta gri', 'renksiz', 'meta', 'siyah']","['dikdörtgen', 'ensiz', 'uzun', 'silindir', 'dişli', 'tırtıklı', 'düz', 'düz elips yüzey']",['cansız']
testi,"['sıvı taşımaya yarayan çömlekten imal edilen bir araç', 'geniş gövdeli', 'su taşımak için kap', 'içine sıvı konulan toprak kap', 'dar boğazlı', 'su taşımaya yarayan sürahi türevi', 'muhafaza etmek için kullanılan bir araç', 'saklama aracı', 'sıvı şeyleri taşımak için kullanılan kap', 'su taşımak', 'su taşımak için kullanılan kap', 'içine sıvı konan kulplu bir kap', 'su kabı', 'su taşıma kabı', 'emzikli ya ya emziksiz olabilen toprak kap', 'su taşımak için kullanılmaktadır', 'topraktan üretilen su kabı', 'içine su', 'şarap ve benzeri sıvı şeyler konulan', 'geniş gövde ve dar boğaza sahip su kabı', 'kulplu']","['tutmak', 'sıvı taşınır', 'su depolamak', 'koymak', 'içinde bir şey saklamak', 'sıvı saklama', 'su taşınır', 'taşıma', 'saklamak', 'sıcaklığı koruyarak sıvı taşımak', 'su taşımak', 'madde saklamak', 'doldurmak', 'içeçek taşımak', 'depolamak', 'boşaltmak', 'taşımak', 'su koymak', 'saklayıcı', 'sıvı depolama', 'sıvı taşımayı sağlar', 'su taşımaya', 'sıvı koymak', 'sıvı taşır', 'sıvıları taşımamıza ve soğuk tutmaya yarar']","['okul', 'mağaza', 'tarla', 'antikacı', 'köyde', 'bahçe', 'ev', 'mutfak', 'köy']","['şişe', 'güveç', 'çeşme', 'tava', 'kuyu', 'demir', 'sürahi', 'su kaynağı', 'yere', 'ayran', 'musluk', 'mutfak gereçleri', 'kapak', 'su', 'ot', 'tencere']","['kil', 'yemek', 'toprak', 'şarap', 'sıvı', 'içki', 'su', 'sıvı yağ', 'ayran', 'zeytinyağı', 'meta', 'şerbet', 'altın']","['kil', 'toprak', 'seramik', 'cam', 'meta', 'camur', 'bakır']","['', 'mutfak gereci', 'depolamak', 'taşıyıcı', 'eşya', 'damacana', 'kap', 'sürahi', 'alet', 'ev aleti', 'aygıt']","['insan', 'romalılar', 'köylü', 'insanlar', 'herkes', 'ınsanlar']",,"['gri', 'kırmızı', 'kiremit', 'turuncu', 'her renk olabilir', 'her renk', 'kahverengi', 'yeşil', 'kızılkale', 'krem']","['şişman', 'kap', 'silindir', 'kavisli', 'yuvarlak', 'ova', 'küp']",['cansız']
teşekkür etmek,['yapılan bir durum için şükran duymak'],,,,,,,,,,,
teşvik etmek,['yüreklendirmek'],,,,,,,,,,,
titremek,['soğuk bir durumda veya hastalık halinde vücudun verdiği tepki'],,,,,,,,,,,
tohum,"['bitki oluşmasını sağlayan tane', 'bitkilerin ilk hali', 'bitkilerde yeni bitki oluşmasını sağlayan parça', 'yeni bitki oluşturan tane', 'bitkinin ilk hali', 'bitkilerden dökülen yeni bir bitki oluşumuna sebep olan madde', 'bitkilerde döllenme sonunda yumurtalıktan oluşan ve yeni bir bitki oluşmasını sağlayabilen tane', 'bitkilerin çoğalmak için kullandığı yapı', 'meyve gibi bitki üretimi için kullanılan malzeme', 'yeni bir bitki oluşmasını sağlayan tane', 'bitki oluşumu için toprağa gömülen taneleridir', 'sebze', 'bitki üretmek için toprağa ekilen bitki tanesi', 'meyve üretmek için kullanılmaktadır', 'bitkilerin üremesini sağlayan tane', 'bitki üreme birimi']","['toprağa ekilir', 'yeni bir bitki oluşmasını sağlar', 'yeni bitki oluşumu', 'doğal denge', 'oluşturmak', 'ekmek yapmak', 'dikmek', 'nesil devamı', 'ekme', 'bitki olur', 'üreme', 'bitkinin yetişmesini sağlamak', 'meyva üretmeye', 'ekilerek büyütülmeye yarar', 'pasta yapmak', 'bitkilerin çoğalması', 'bitki veya ürün elde etmek', 'yetiştirmek', 'bitki yetiştirmek', 'çoğalma', 'bitki üretimi', 'bitkileri çoğaltmak', 'bitki üretmek', 'bitkiyi oluşturur', 'yeni bitki oluşumunu sağlar', 'bitki oluşturmaya', 'besler', 'ekmek']","['toprak', 'çuval', 'bahçede', 'tarla', 'bitki', 'köy', 'ahır', 'bahçe', 'orman', 'sebze', 'yaprak', 'çiftlik', 'depo', 'ambar', 'meyve', 'çiftçi', 'çiçek', 'bağ']","['toprak', 'tarla', 'bitki', 'çimen', 'gübre', 'sağ', 'su', 'ağaç', 'atomu', 'kürek', 'böcek', 'meyve', 'çiçek', 'mikroorganizma']","['besin', 'proteini', 'toprak', 'yumurtacık', 'besin maddesi', 'bitki hücresi', 'minarel', 'çekirdek', 'minerali', 'yağ', 'şeker', 'hücre', 'embriyo', 'filiz', 'tohum', 'embriyon', 'dna', 'bitki dnası']","['proteini', 'yumurtacık', 'vitamin', 'bitki', 'karbon', 'minerali', 'hücre', 'su', 'filiz', 'tohum', 'selüloz']","['nesne', 'besin', 'bitki', 'tarım gereci']","['çiftçi', 'bitkiler', 'çiftçiler', 'insan', 'bahçivan', 'doğa', 'bitki', 'işçiler', 'bahçıvan', 'köylü', 'hayvan', 'bahçeyle uğraşanlar', 'herkes']",,"['gri', 'değişken', 'kırmızı', 'siyah', 'kahverengi', 'çok renkli', 'yeşil', 'koyu kahverengi', 'beyaz', 'sarı', 'mavi']","['elips', 'belirsiz', 'küre', 'yuvarlak', 'ova', 'yassı']","['cansız', 'canlı']"
